surveyname,varName,DataType,Major categories,pct of the rest,Total,,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa2019,Religion,Name,Total,Congregational Christian Church /Ekalesia Faapotopotoga Kerisiano Samoa,Later Day Saints/ Mamona,Roman Catholic,Other religion,Assembly of God,Methodist,No religion,DK/Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa2019,Religion,PctByCount,86.97,25.09,15.40,14.97,10.99,10.18,9.90,0.38,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Samoa 2019 Ethnicity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa2019,Ethnicity,Code,Total,1,5,3,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa2019,Ethnicity,PctByCount,86.97,78.61,3.35,2.20,1.41,1.17,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa2019,Ethnicity,Name,Total,Samoan,Samoan Mix,Samoan/ German,Samoan/ Chinese,Other ethnicity,Samoan/ Tokelauan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa2019,Ethnicity,PctByCount,86.97,78.61,3.35,2.20,1.41,1.17,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Samoa 2019 Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa2019,Language,Code,Total,1,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa2019,Language,PctByCount,86.9659863945578,85.0612245,1.4693878,0.2993197,0.1360544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa2019,Language,Name,Total,SAMOAN,ENGLISH,OTHER LANGUAGE ,CHINESE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa2019,Language,PctByCount,86.9659863945578,85.0612245,1.4693878,0.2993197,0.1360544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
